probability, central cube size, simulation size, number of simulations
0.2510000000, 64, 512, 10

start size,number terminated,number still growing
1, 462443, 0
2, 155525, 0
3, 54892, 0
4, 21548, 0
5, 8953, 0
6, 3951, 0
7, 1753, 0
8, 803, 0
9, 364, 0
10, 185, 0
11, 84, 0
12, 41, 0
13, 16, 0
14, 8, 0
15, 3, 0
16, 0, 0
17, 1, 0
18, 0, 0
19, 0, 0
20, 0, 0
21, 0, 0
22, 0, 0
23, 0, 0
24, 0, 0
25, 0, 10
