probability, central cube size, simulation size, number of simulations
0.2500000000, 64, 512, 10

start size,number terminated,number still growing
1, 466206, 0
2, 157915, 0
3, 55630, 0
4, 21893, 0
5, 9331, 0
6, 4115, 0
7, 1961, 0
8, 847, 0
9, 403, 0
10, 205, 0
11, 98, 0
12, 54, 0
13, 23, 0
14, 20, 0
15, 6, 0
16, 3, 0
17, 1, 0
18, 0, 0
19, 1, 0
20, 0, 0
21, 0, 0
22, 0, 0
23, 0, 0
24, 0, 1
25, 0, 9
