probability, central cube size, simulation size, number of simulations
0.2480000000, 64, 512, 10

start size,number terminated,number still growing
1, 475481, 0
2, 160672, 0
3, 57408, 0
4, 22783, 0
5, 9795, 0
6, 4177, 0
7, 2016, 0
8, 922, 0
9, 471, 0
10, 271, 0
11, 124, 0
12, 76, 0
13, 39, 0
14, 35, 0
15, 20, 0
16, 17, 0
17, 10, 0
18, 8, 0
19, 5, 2
20, 0, 1
