probability, central cube size, simulation size
0.2480000000, 64, 512

size,number terminated,number still growing
374924,0,1
260492,1,0
80120,1,0
65723,1,0
51197,1,0
29684,1,0
24088,1,0
16822,1,0
13678,1,0
12485,1,0
8399,1,0
7704,1,0
7218,1,0
6100,1,0
6098,1,0
5732,1,0
4506,1,0
3710,1,0
3080,1,0
3066,1,0
2911,1,0
2486,1,0
2464,1,0
2431,1,0
2370,1,0
2305,1,0
2256,1,0
2231,1,0
2220,1,0
2116,1,0
2019,1,0
2007,1,0
1968,1,0
1871,1,0
1751,1,0
1572,1,0
1515,1,0
1408,1,0
1331,1,0
1292,1,0
1250,1,0
1190,1,0
1133,1,0
1100,1,0
1086,1,0
1037,1,0
984,1,0
976,1,0
951,1,0
932,1,0
924,1,0
804,1,0
790,1,0
787,1,0
777,1,0
763,1,0
737,1,0
697,1,0
695,1,0
685,2,0
653,1,0
627,1,0
626,1,0
616,1,0
614,1,0
610,1,0
589,1,0
585,1,0
553,1,0
541,2,0
527,1,0
507,1,0
504,1,0
501,1,0
440,2,0
419,1,0
415,1,0
407,1,0
403,1,0
398,1,0
397,1,0
394,1,0
389,1,0
388,1,0
383,1,0
379,1,0
378,1,0
367,1,0
363,1,0
362,1,0
360,2,0
356,1,0
355,3,0
347,1,0
346,1,0
344,1,0
339,1,0
337,1,0
332,1,0
323,1,0
321,1,0
320,1,0
319,1,0
311,1,0
309,1,0
306,1,0
297,1,0
294,1,0
292,1,0
284,1,0
280,4,0
278,1,0
276,1,0
263,1,0
261,1,0
258,1,0
254,1,0
250,1,0
244,2,0
243,2,0
240,1,0
236,1,0
235,1,0
230,1,0
228,1,0
227,1,0
225,1,0
224,1,0
223,1,0
215,1,0
214,1,0
213,2,0
207,2,0
206,1,0
205,1,0
201,1,0
199,1,0
197,2,0
194,2,0
191,1,0
189,1,0
188,4,0
187,2,0
186,1,0
184,1,0
181,2,0
178,2,0
177,1,0
176,2,0
175,1,0
172,2,0
169,1,0
168,1,0
167,2,0
166,1,0
165,1,0
164,1,0
161,1,0
160,1,0
159,2,0
155,1,0
154,2,0
153,1,0
152,1,0
150,2,0
149,1,0
147,1,0
146,1,0
144,1,0
143,2,0
142,1,0
140,2,0
139,2,0
137,2,0
135,3,0
134,2,0
133,1,0
132,2,0
130,3,0
129,1,0
128,2,0
127,3,0
126,2,0
125,3,0
124,2,0
123,3,0
122,2,0
120,2,0
119,2,0
118,2,0
117,2,0
116,2,0
115,2,0
114,3,0
113,1,0
111,1,0
110,1,0
109,3,0
108,3,0
107,3,0
106,1,0
105,1,0
104,3,0
102,4,0
101,1,0
100,2,0
99,4,0
98,4,0
97,4,0
96,3,0
95,4,0
94,5,0
93,2,0
92,1,0
91,4,0
90,5,0
89,5,0
88,5,0
87,3,0
86,2,0
85,5,0
84,5,0
83,4,0
82,3,0
81,4,0
80,3,0
79,5,0
78,3,0
77,2,0
76,6,0
75,9,0
74,4,0
73,8,0
72,6,0
70,4,0
69,4,0
68,5,0
67,4,0
66,5,0
65,4,0
64,7,0
63,15,0
62,6,0
61,7,0
60,4,0
59,11,0
58,3,0
57,8,0
56,11,0
55,8,0
54,9,0
53,11,0
52,8,0
51,9,0
50,16,0
49,9,0
48,11,0
47,10,0
46,17,0
45,12,0
44,16,0
43,13,0
42,17,0
41,14,0
40,17,0
39,21,0
38,17,0
37,23,0
36,20,0
35,24,0
34,25,0
33,19,0
32,22,0
31,27,0
30,23,0
29,42,0
28,30,0
27,32,0
26,33,0
25,44,0
24,51,0
23,58,0
22,64,0
21,71,0
20,70,0
19,93,0
18,97,0
17,114,0
16,125,0
15,137,0
14,180,0
13,179,0
12,222,0
11,269,0
10,323,0
9,439,0
8,552,0
7,699,0
6,1050,0
5,1553,0
4,2456,0
3,4545,0
2,11424,0
1,47287,0
