probability, central cube size, simulation size
0.2520000000, 64, 512

size,number terminated,number still growing
29811369,0,1
12474,1,0
12089,1,0
10029,1,0
5936,1,0
4412,1,0
3494,1,0
2837,1,0
2653,1,0
1773,1,0
1645,1,0
1628,1,0
1491,1,0
1469,1,0
1466,1,0
1309,1,0
1242,1,0
1225,1,0
1213,1,0
1083,1,0
1042,1,0
948,1,0
928,1,0
887,1,0
866,1,0
826,1,0
802,1,0
724,1,0
705,1,0
621,1,0
576,1,0
566,1,0
557,1,0
556,1,0
527,1,0
525,1,0
524,1,0
496,1,0
494,1,0
461,1,0
450,1,0
434,1,0
431,1,0
417,2,0
410,1,0
402,1,0
392,1,0
387,1,0
385,1,0
383,1,0
377,1,0
374,1,0
368,2,0
351,1,0
342,1,0
336,1,0
333,1,0
327,1,0
325,1,0
320,1,0
316,1,0
305,1,0
304,1,0
302,1,0
300,1,0
297,1,0
296,1,0
287,1,0
278,1,0
264,1,0
262,1,0
261,1,0
260,1,0
259,1,0
258,1,0
255,1,0
246,1,0
242,1,0
241,1,0
240,1,0
223,1,0
220,1,0
215,1,0
208,1,0
205,1,0
203,1,0
199,1,0
191,2,0
190,1,0
189,1,0
182,1,0
181,2,0
180,2,0
179,2,0
177,1,0
176,1,0
175,1,0
173,2,0
172,1,0
171,1,0
168,1,0
167,3,0
166,2,0
165,1,0
163,1,0
161,2,0
160,1,0
156,1,0
152,1,0
151,2,0
150,4,0
149,1,0
148,2,0
147,1,0
146,1,0
145,2,0
144,3,0
142,3,0
141,1,0
140,1,0
139,1,0
138,1,0
137,1,0
136,1,0
135,3,0
133,2,0
132,2,0
131,2,0
128,1,0
127,4,0
125,3,0
124,1,0
123,2,0
122,1,0
121,1,0
120,3,0
119,1,0
118,2,0
114,1,0
113,1,0
112,3,0
110,2,0
109,1,0
108,3,0
106,3,0
105,5,0
104,3,0
103,3,0
102,4,0
101,2,0
100,1,0
99,6,0
98,3,0
97,1,0
96,2,0
95,1,0
94,3,0
93,2,0
92,4,0
91,4,0
90,1,0
89,2,0
88,4,0
87,2,0
86,4,0
85,4,0
84,2,0
83,3,0
82,3,0
81,1,0
80,1,0
78,2,0
77,5,0
76,4,0
75,4,0
74,2,0
73,3,0
72,4,0
71,6,0
70,10,0
69,8,0
68,3,0
67,8,0
66,2,0
65,10,0
64,3,0
63,8,0
62,7,0
61,10,0
60,4,0
59,6,0
58,6,0
57,9,0
56,9,0
55,8,0
54,6,0
53,10,0
52,9,0
51,10,0
50,11,0
49,11,0
48,10,0
47,8,0
46,11,0
45,10,0
44,11,0
43,13,0
42,12,0
41,13,0
40,13,0
39,14,0
38,12,0
37,20,0
36,26,0
35,21,0
34,24,0
33,21,0
32,23,0
31,24,0
30,24,0
29,25,0
28,38,0
27,43,0
26,36,0
25,49,0
24,45,0
23,53,0
22,61,0
21,59,0
20,63,0
19,77,0
18,76,0
17,82,0
16,101,0
15,131,0
14,146,0
13,163,0
12,196,0
11,272,0
10,326,0
9,384,0
8,513,0
7,704,0
6,951,0
5,1350,0
4,2437,0
3,4523,0
2,11066,0
1,45493,0
