probability, central cube size, simulation size
0.2420000000, 64, 512

size,number terminated,number still growing
8457,1,0
3926,1,0
3623,1,0
3393,1,0
2820,1,0
2756,1,0
2103,1,0
2001,1,0
1999,1,0
1906,1,0
1833,1,0
1786,1,0
1713,1,0
1711,1,0
1603,1,0
1584,1,0
1578,1,0
1545,1,0
1540,1,0
1470,1,0
1452,1,0
1416,1,0
1354,1,0
1311,1,0
1263,1,0
1245,1,0
1221,1,0
1220,1,0
1194,1,0
1192,1,0
1191,1,0
1183,1,0
1173,1,0
1171,1,0
1150,1,0
1117,1,0
1104,1,0
1079,1,0
1028,1,0
999,1,0
980,1,0
968,1,0
965,1,0
959,1,0
936,1,0
924,1,0
921,1,0
911,2,0
869,1,0
857,1,0
843,1,0
842,1,0
788,1,0
761,1,0
742,1,0
740,1,0
736,1,0
724,1,0
723,1,0
721,1,0
715,1,0
698,1,0
697,1,0
696,1,0
695,1,0
694,1,0
684,1,0
681,1,0
644,1,0
632,1,0
618,1,0
617,1,0
601,1,0
596,1,0
589,1,0
588,1,0
587,1,0
573,1,0
561,1,0
551,1,0
550,1,0
539,1,0
538,1,0
536,2,0
535,1,0
530,1,0
507,1,0
504,1,0
502,1,0
501,1,0
484,1,0
468,1,0
466,1,0
449,1,0
438,1,0
430,1,0
427,1,0
424,1,0
419,1,0
411,1,0
408,1,0
406,1,0
401,1,0
400,1,0
387,1,0
382,1,0
377,1,0
375,1,0
374,1,0
372,1,0
370,1,0
366,1,0
361,1,0
355,1,0
354,1,0
351,1,0
349,1,0
344,1,0
342,1,0
330,1,0
327,1,0
323,1,0
316,1,0
315,1,0
312,1,0
309,1,0
303,1,0
302,1,0
299,1,0
290,2,0
286,1,0
283,1,0
279,1,0
264,1,0
262,2,0
261,2,0
257,2,0
253,1,0
252,1,0
250,1,0
249,3,0
245,1,0
241,1,0
240,1,0
239,1,0
237,1,0
230,2,0
229,2,0
228,1,0
225,1,0
223,1,0
221,1,0
218,1,0
217,1,0
216,1,0
215,1,0
213,2,0
212,1,0
211,2,0
210,1,0
206,2,0
205,2,0
203,1,0
202,1,0
201,1,0
199,2,0
197,2,0
196,1,0
195,1,0
191,1,0
190,1,0
184,3,0
182,1,0
181,1,0
180,1,0
178,3,0
177,2,0
176,2,0
175,1,0
174,1,0
173,3,0
172,2,0
171,1,0
169,1,0
166,3,0
165,2,0
164,1,0
163,4,0
162,1,0
161,2,0
160,1,0
159,2,0
158,1,0
157,1,0
156,1,0
154,2,0
152,2,0
151,2,0
150,1,0
149,1,0
148,1,0
147,1,0
146,1,0
145,2,0
142,2,0
141,2,0
140,1,0
139,1,0
138,2,0
137,1,0
136,4,0
135,3,0
133,4,0
132,4,0
131,2,0
130,1,0
129,3,0
128,2,0
127,2,0
126,1,0
125,3,0
124,1,0
123,5,0
122,3,0
121,1,0
120,1,0
119,4,0
118,4,0
117,3,0
116,5,0
115,1,0
114,2,0
113,3,0
112,1,0
111,1,0
110,2,0
109,5,0
108,1,0
107,2,0
106,4,0
105,6,0
104,1,0
103,6,0
102,1,0
101,3,0
100,5,0
99,7,0
98,3,0
97,3,0
96,2,0
95,4,0
94,3,0
93,2,0
92,4,0
91,6,0
90,2,0
89,7,0
88,4,0
87,4,0
86,6,0
85,4,0
84,3,0
83,7,0
82,5,0
81,5,0
80,4,0
79,8,0
78,10,0
77,3,0
76,8,0
75,4,0
74,5,0
73,7,0
72,8,0
71,7,0
70,7,0
69,4,0
68,9,0
67,13,0
66,7,0
65,10,0
64,8,0
63,6,0
62,12,0
61,9,0
60,3,0
59,8,0
58,9,0
57,9,0
56,14,0
55,10,0
54,7,0
53,10,0
52,11,0
51,12,0
50,10,0
49,16,0
48,13,0
47,18,0
46,15,0
45,16,0
44,12,0
43,16,0
42,20,0
41,21,0
40,13,0
39,21,0
38,24,0
37,19,0
36,24,0
35,25,0
34,26,0
33,31,0
32,31,0
31,29,0
30,40,0
29,43,0
28,41,0
27,41,0
26,53,0
25,52,0
24,65,0
23,69,0
22,76,0
21,71,0
20,78,0
19,100,0
18,89,0
17,133,0
16,142,0
15,138,0
14,189,0
13,229,0
12,243,0
11,280,0
10,379,0
9,469,0
8,587,0
7,770,0
6,1135,0
5,1631,0
4,2664,0
3,4937,0
2,12271,0
1,49557,0
