probability, central cube size, simulation size
0.2481000000, 64, 512

size,number terminated,number still growing
809893,0,1
141078,1,0
117417,1,0
84566,1,0
20273,1,0
20090,1,0
19420,1,0
11343,1,0
8503,1,0
8334,1,0
6922,1,0
6777,1,0
6129,1,0
3476,1,0
3053,1,0
2998,1,0
2981,1,0
2598,1,0
2241,1,0
2189,1,0
2134,1,0
2063,1,0
1798,1,0
1722,1,0
1589,1,0
1541,1,0
1512,1,0
1401,1,0
1393,1,0
1282,1,0
1221,1,0
1217,1,0
1213,1,0
1195,1,0
1026,1,0
1021,2,0
1017,1,0
1009,1,0
973,1,0
959,1,0
902,1,0
897,1,0
869,1,0
852,1,0
847,1,0
821,1,0
773,1,0
772,1,0
771,1,0
753,1,0
751,1,0
733,1,0
722,1,0
719,1,0
667,1,0
664,1,0
609,1,0
608,1,0
592,1,0
585,1,0
566,2,0
558,1,0
548,1,0
545,1,0
544,2,0
541,1,0
531,1,0
523,1,0
517,1,0
514,1,0
499,1,0
498,1,0
490,1,0
475,1,0
460,1,0
459,1,0
457,1,0
456,2,0
442,1,0
439,1,0
434,1,0
418,1,0
417,1,0
415,1,0
396,1,0
388,1,0
382,1,0
369,1,0
356,1,0
341,1,0
335,1,0
331,1,0
318,1,0
307,1,0
302,1,0
299,2,0
290,1,0
289,1,0
280,1,0
265,1,0
264,1,0
262,1,0
261,1,0
260,1,0
258,1,0
253,1,0
249,1,0
247,1,0
246,2,0
234,1,0
232,1,0
230,1,0
227,1,0
226,1,0
224,2,0
223,1,0
222,1,0
221,3,0
219,1,0
216,1,0
212,1,0
210,1,0
208,1,0
205,1,0
204,2,0
202,1,0
201,1,0
200,1,0
199,1,0
198,2,0
195,1,0
194,1,0
190,1,0
188,1,0
185,1,0
182,1,0
179,3,0
178,1,0
177,3,0
173,2,0
172,1,0
171,2,0
169,1,0
168,1,0
165,2,0
164,4,0
163,1,0
162,1,0
161,1,0
160,1,0
159,1,0
158,1,0
157,3,0
156,2,0
155,1,0
153,2,0
151,2,0
149,1,0
148,2,0
147,2,0
145,1,0
144,3,0
142,1,0
141,2,0
139,1,0
138,2,0
137,2,0
136,1,0
135,3,0
133,3,0
132,1,0
130,1,0
129,4,0
128,1,0
127,3,0
126,1,0
124,1,0
121,2,0
120,1,0
119,2,0
118,4,0
116,1,0
115,1,0
114,3,0
113,1,0
112,4,0
110,1,0
109,3,0
106,2,0
105,4,0
104,2,0
103,2,0
102,1,0
101,2,0
100,5,0
99,2,0
98,3,0
96,3,0
95,1,0
93,4,0
92,2,0
90,4,0
89,6,0
88,3,0
87,1,0
85,6,0
84,3,0
83,11,0
82,2,0
81,3,0
80,3,0
79,4,0
78,4,0
77,4,0
76,5,0
75,3,0
74,5,0
73,5,0
72,10,0
71,3,0
70,3,0
69,8,0
68,4,0
67,8,0
66,6,0
65,6,0
64,4,0
63,6,0
62,5,0
61,6,0
60,12,0
59,11,0
58,5,0
57,6,0
56,9,0
55,10,0
54,11,0
53,9,0
52,8,0
51,10,0
50,10,0
49,13,0
48,7,0
47,7,0
46,8,0
45,5,0
44,13,0
43,5,0
42,14,0
41,18,0
40,10,0
39,18,0
38,16,0
37,19,0
36,19,0
35,27,0
34,32,0
33,23,0
32,31,0
31,29,0
30,26,0
29,32,0
28,34,0
27,34,0
26,58,0
25,53,0
24,41,0
23,51,0
22,58,0
21,65,0
20,103,0
19,86,0
18,104,0
17,104,0
16,119,0
15,138,0
14,154,0
13,190,0
12,250,0
11,260,0
10,338,0
9,432,0
8,551,0
7,699,0
6,999,0
5,1488,0
4,2477,0
3,4611,0
2,11538,0
1,47265,0
