probability, central cube size, simulation size
0.2488000000, 64, 512

size,number terminated,number still growing
3162010,0,1
337710,1,0
91491,1,0
20429,1,0
10714,1,0
9949,1,0
5973,1,0
3645,1,0
3138,1,0
3068,1,0
3046,1,0
2609,1,0
2566,1,0
2050,1,0
1893,1,0
1832,1,0
1624,1,0
1599,1,0
1527,1,0
1525,1,0
1516,1,0
1374,1,0
1304,1,0
1210,1,0
1158,1,0
1131,1,0
1085,1,0
1076,1,0
1041,1,0
1015,1,0
956,1,0
953,1,0
903,1,0
894,1,0
871,1,0
864,1,0
841,1,0
795,2,0
695,1,0
682,1,0
680,1,0
676,1,0
663,1,0
636,1,0
606,2,0
604,1,0
578,1,0
567,1,0
548,1,0
544,1,0
534,1,0
530,1,0
529,1,0
515,1,0
490,1,0
485,1,0
474,1,0
465,1,0
460,2,0
451,1,0
438,1,0
420,1,0
413,1,0
404,1,0
401,1,0
398,1,0
388,1,0
379,1,0
375,1,0
367,1,0
335,1,0
334,1,0
327,1,0
325,1,0
324,2,0
321,1,0
320,1,0
316,1,0
308,1,0
305,1,0
303,1,0
302,1,0
301,1,0
300,2,0
299,1,0
295,1,0
294,1,0
293,1,0
289,2,0
285,1,0
284,1,0
280,1,0
271,2,0
267,1,0
265,1,0
261,2,0
260,1,0
251,1,0
246,1,0
237,1,0
234,1,0
229,1,0
227,3,0
225,2,0
223,1,0
219,2,0
218,2,0
214,3,0
213,1,0
211,1,0
206,1,0
205,2,0
203,2,0
202,3,0
201,1,0
198,1,0
197,1,0
193,1,0
192,2,0
190,1,0
189,1,0
187,1,0
186,1,0
185,2,0
184,2,0
183,1,0
182,1,0
181,1,0
180,1,0
177,1,0
176,2,0
175,1,0
174,1,0
172,1,0
171,1,0
166,1,0
165,1,0
164,2,0
160,2,0
159,1,0
158,1,0
157,1,0
154,3,0
153,2,0
152,1,0
151,1,0
150,3,0
149,1,0
148,2,0
147,2,0
146,3,0
145,3,0
144,2,0
143,2,0
142,1,0
141,2,0
139,1,0
136,2,0
135,1,0
134,2,0
133,2,0
132,1,0
131,1,0
130,4,0
129,1,0
127,2,0
126,2,0
125,2,0
124,2,0
123,1,0
122,2,0
121,1,0
120,3,0
118,1,0
117,2,0
116,1,0
115,1,0
114,2,0
112,1,0
111,1,0
110,6,0
107,2,0
106,2,0
105,2,0
104,3,0
103,3,0
102,3,0
101,3,0
100,3,0
99,3,0
98,5,0
97,1,0
96,4,0
95,2,0
94,3,0
93,3,0
92,2,0
91,3,0
90,4,0
89,4,0
88,4,0
87,3,0
86,4,0
85,2,0
84,3,0
83,4,0
82,4,0
81,2,0
80,2,0
79,4,0
78,1,0
77,5,0
76,4,0
75,5,0
74,9,0
73,2,0
72,6,0
71,2,0
70,6,0
69,6,0
68,4,0
67,9,0
66,6,0
65,8,0
64,2,0
63,6,0
62,5,0
61,9,0
60,6,0
59,6,0
58,8,0
57,4,0
56,14,0
55,8,0
54,7,0
53,11,0
52,9,0
51,5,0
50,18,0
49,8,0
48,5,0
47,21,0
46,16,0
45,16,0
44,9,0
43,16,0
42,20,0
41,21,0
40,19,0
39,13,0
38,18,0
37,16,0
36,29,0
35,16,0
34,25,0
33,26,0
32,24,0
31,22,0
30,34,0
29,31,0
28,41,0
27,50,0
26,33,0
25,45,0
24,48,0
23,42,0
22,62,0
21,76,0
20,68,0
19,92,0
18,98,0
17,121,0
16,149,0
15,129,0
14,177,0
13,177,0
12,221,0
11,290,0
10,360,0
9,416,0
8,559,0
7,749,0
6,1036,0
5,1598,0
4,2366,0
3,4639,0
2,11299,0
1,47105,0
