probability, central cube size, simulation size
0.2489000000, 64, 512

size,number terminated,number still growing
3346331,0,1
1578798,0,1
241316,1,0
52615,1,0
20149,1,0
9278,1,0
8527,1,0
6706,1,0
6625,1,0
5324,1,0
5137,1,0
3954,1,0
3458,1,0
3218,1,0
3128,1,0
2783,1,0
2273,1,0
1989,1,0
1880,1,0
1867,1,0
1715,1,0
1608,1,0
1573,1,0
1531,1,0
1467,1,0
1445,1,0
1396,1,0
1388,1,0
1370,1,0
1259,1,0
1209,1,0
1206,1,0
1128,1,0
1106,1,0
978,1,0
947,1,0
935,1,0
920,1,0
874,1,0
826,1,0
772,1,0
750,1,0
716,2,0
701,1,0
700,1,0
693,1,0
677,1,0
670,1,0
537,1,0
525,1,0
521,1,0
512,1,0
491,1,0
480,1,0
470,1,0
431,1,0
402,1,0
398,1,0
393,1,0
375,2,0
374,1,0
370,2,0
346,1,0
345,1,0
342,1,0
341,2,0
337,1,0
336,1,0
325,1,0
316,1,0
312,1,0
309,1,0
307,1,0
305,1,0
299,1,0
288,1,0
284,1,0
278,2,0
277,1,0
276,1,0
271,1,0
267,1,0
265,1,0
264,1,0
262,1,0
255,1,0
253,2,0
248,1,0
247,1,0
245,1,0
239,1,0
233,2,0
229,1,0
228,1,0
226,1,0
224,1,0
223,1,0
221,1,0
220,2,0
216,1,0
214,2,0
206,1,0
204,1,0
203,1,0
200,1,0
199,1,0
198,2,0
197,1,0
194,1,0
191,1,0
190,1,0
189,1,0
188,3,0
186,3,0
184,2,0
180,1,0
178,1,0
177,2,0
173,2,0
170,2,0
169,1,0
167,1,0
166,1,0
164,1,0
162,1,0
155,1,0
154,1,0
153,1,0
152,2,0
151,1,0
150,1,0
149,1,0
146,1,0
145,4,0
144,3,0
142,1,0
140,1,0
138,1,0
137,1,0
136,1,0
133,1,0
132,2,0
131,3,0
129,2,0
128,1,0
127,1,0
125,1,0
124,3,0
123,1,0
122,1,0
120,2,0
119,2,0
117,1,0
116,2,0
115,1,0
114,1,0
113,3,0
112,3,0
111,4,0
110,4,0
109,2,0
108,3,0
107,2,0
106,5,0
105,2,0
104,4,0
103,1,0
102,1,0
101,1,0
100,1,0
99,3,0
98,2,0
96,5,0
95,1,0
94,4,0
93,3,0
92,3,0
91,2,0
90,2,0
89,5,0
88,2,0
87,3,0
85,9,0
84,3,0
83,1,0
82,6,0
81,7,0
80,1,0
79,7,0
78,1,0
77,2,0
76,3,0
75,9,0
74,3,0
73,2,0
72,7,0
71,4,0
70,7,0
69,8,0
68,3,0
67,6,0
66,5,0
65,7,0
64,5,0
63,3,0
62,7,0
61,10,0
60,10,0
59,12,0
58,5,0
57,11,0
56,4,0
55,13,0
54,9,0
53,6,0
52,8,0
51,9,0
50,10,0
49,19,0
48,18,0
47,7,0
46,16,0
45,17,0
44,11,0
43,10,0
42,19,0
41,13,0
40,14,0
39,13,0
38,17,0
37,23,0
36,23,0
35,25,0
34,16,0
33,24,0
32,22,0
31,32,0
30,39,0
29,28,0
28,38,0
27,33,0
26,36,0
25,60,0
24,59,0
23,51,0
22,58,0
21,56,0
20,69,0
19,73,0
18,99,0
17,101,0
16,130,0
15,154,0
14,158,0
13,196,0
12,210,0
11,279,0
10,295,0
9,440,0
8,562,0
7,762,0
6,1013,0
5,1574,0
4,2453,0
3,4740,0
2,11433,0
1,46994,0
