probability, central cube size, simulation size
0.2497000000, 64, 512

size,number terminated,number still growing
12002157,0,1
261543,1,0
77311,1,0
39052,1,0
12735,1,0
7497,1,0
3628,1,0
3342,1,0
3129,1,0
3024,1,0
3018,1,0
1675,1,0
1486,1,0
1341,1,0
973,1,0
960,1,0
925,1,0
906,1,0
848,1,0
846,1,0
834,1,0
797,1,0
711,1,0
708,1,0
704,1,0
678,1,0
648,1,0
639,1,0
637,2,0
612,1,0
600,1,0
551,1,0
540,1,0
492,1,0
486,1,0
485,1,0
474,1,0
445,1,0
439,1,0
433,1,0
420,1,0
407,1,0
405,1,0
402,1,0
388,1,0
386,1,0
385,1,0
384,1,0
369,1,0
356,1,0
355,1,0
331,1,0
323,1,0
320,1,0
313,1,0
303,1,0
294,1,0
286,1,0
282,1,0
270,3,0
266,1,0
264,2,0
260,1,0
259,1,0
252,1,0
250,1,0
248,1,0
247,1,0
246,1,0
243,1,0
233,1,0
232,1,0
231,1,0
226,1,0
223,1,0
222,1,0
217,1,0
215,1,0
213,1,0
212,2,0
211,2,0
210,2,0
207,2,0
204,1,0
203,1,0
202,1,0
200,2,0
197,1,0
196,3,0
194,1,0
193,2,0
192,2,0
191,2,0
190,1,0
187,1,0
184,3,0
181,1,0
180,1,0
179,1,0
178,1,0
177,1,0
176,1,0
175,1,0
173,2,0
169,1,0
166,1,0
165,1,0
162,1,0
160,3,0
159,2,0
156,1,0
153,1,0
152,2,0
150,2,0
149,1,0
147,1,0
146,1,0
145,1,0
144,2,0
143,2,0
142,1,0
140,1,0
139,1,0
138,3,0
137,3,0
136,1,0
135,1,0
134,2,0
130,3,0
128,1,0
127,3,0
126,2,0
125,1,0
124,4,0
122,3,0
121,2,0
120,1,0
119,1,0
118,1,0
116,1,0
115,2,0
114,2,0
113,2,0
112,3,0
111,2,0
108,2,0
107,4,0
106,2,0
105,4,0
102,3,0
101,2,0
99,3,0
98,6,0
96,6,0
95,2,0
94,6,0
93,2,0
92,2,0
90,2,0
89,3,0
88,4,0
87,1,0
86,5,0
85,3,0
84,2,0
83,1,0
82,4,0
81,5,0
80,4,0
79,2,0
78,3,0
77,1,0
76,4,0
75,5,0
74,6,0
73,6,0
72,3,0
71,6,0
70,6,0
69,4,0
68,8,0
67,4,0
66,7,0
65,6,0
64,4,0
63,7,0
62,6,0
61,2,0
60,7,0
59,10,0
58,10,0
57,8,0
56,6,0
55,7,0
54,9,0
53,7,0
52,10,0
51,12,0
50,9,0
49,7,0
48,7,0
47,16,0
46,12,0
45,9,0
44,9,0
43,13,0
42,9,0
41,12,0
40,13,0
39,14,0
38,20,0
37,13,0
36,18,0
35,17,0
34,25,0
33,21,0
32,34,0
31,26,0
30,24,0
29,30,0
28,48,0
27,44,0
26,42,0
25,58,0
24,42,0
23,69,0
22,61,0
21,59,0
20,97,0
19,71,0
18,95,0
17,101,0
16,117,0
15,148,0
14,151,0
13,204,0
12,212,0
11,270,0
10,302,0
9,366,0
8,510,0
7,670,0
6,979,0
5,1466,0
4,2464,0
3,4550,0
2,11180,0
1,46734,0
